,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSMUSG00000108750,0.2970446,0.8814808,3.198768,0.2755689,0.7828792,NA,NA
ENSMUSG00000037625,0.286916,0.8814808,3.19917,0.2755342,0.7829058,NA,Cldn11
ENSMUSG00000117557,2.439315,0.3115587,1.13083,0.2755134,0.7829218,NA,NA
ENSMUSG00000091165,15.16278,0.1322549,0.4800649,0.2754938,0.7829369,NA,NA
ENSMUSG00000113883,0.2766295,1.038184,3.768702,0.2754751,0.7829513,NA,NA
ENSMUSG00000032184,34.19251,0.08151033,0.2959039,0.2754622,0.7829612,0.9066485,Lysmd2
ENSMUSG00000108671,0.1776849,-0.9654198,3.505164,-0.2754278,0.7829876,NA,NA
ENSMUSG00000030844,21.16106,-0.1417837,0.5147896,-0.2754207,0.7829931,NA,Rgs10
ENSMUSG00000069785,0.1775703,-0.9654172,3.505764,-0.27538,0.7830243,NA,NA
ENSMUSG00000067220,24.14857,-0.1047182,0.3802871,-0.2753662,0.7830349,NA,Cnga1
ENSMUSG00000041078,0.73854,-0.6444754,2.340581,-0.2753485,0.7830485,NA,Grid1
ENSMUSG00000111712,2.550977,-0.253615,0.9211153,-0.2753347,0.7830591,NA,NA
ENSMUSG00000117951,0.1773862,-0.9654131,3.506729,-0.275303,0.7830834,NA,NA
ENSMUSG00000089214,2.026022,-0.253968,0.9227126,-0.2752406,0.7831314,NA,Mir1931
ENSMUSG00000115813,2.970684,0.2492164,0.905597,0.2751957,0.7831659,NA,NA
ENSMUSG00000097900,3.659334,-0.1925531,0.6999491,-0.2750959,0.7832426,NA,NA
ENSMUSG00000105975,0.2948145,0.8814807,3.204579,0.2750692,0.7832631,NA,Gm9831
ENSMUSG00000081350,0.6828895,-0.4429768,1.610839,-0.2749975,0.7833182,NA,Gm5388
ENSMUSG00000075172,0.1766324,-0.9653963,3.510694,-0.2749874,0.783326,NA,Olfr1090
ENSMUSG00000117303,0.6824318,-0.496211,1.804617,-0.2749675,0.7833412,NA,NA
ENSMUSG00000007646,16.97235,-0.1304369,0.4744089,-0.2749461,0.7833576,NA,Rad51c
ENSMUSG00000031026,0.2844052,0.8814807,3.20607,0.2749412,0.7833614,NA,Trim66
ENSMUSG00000030979,63.54294,-0.07386439,0.2687067,-0.2748885,0.7834019,0.9070787,Uros
ENSMUSG00000086690,0.2809905,1.034121,3.762306,0.2748637,0.783421,NA,4933406J10Rik
ENSMUSG00000108491,0.2715361,-1.000213,3.641287,-0.2746866,0.783557,NA,NA
ENSMUSG00000045411,39.81769,0.09558343,0.347976,0.274684,0.783559,0.9071048,2410002F23Rik
ENSMUSG00000053730,39.30217,-0.08336348,0.3034939,-0.2746792,0.7835627,0.9071048,Tmem39b
ENSMUSG00000030606,0.6832843,0.525826,1.914508,0.2746533,0.7835826,NA,Hapln3
ENSMUSG00000117991,0.2929633,0.8814806,3.209446,0.2746519,0.7835837,NA,NA
ENSMUSG00000117209,0.283138,0.8814806,3.209583,0.2746403,0.7835926,NA,NA
ENSMUSG00000085500,0.2174809,-0.8165157,2.974103,-0.2745418,0.7836683,NA,NA
ENSMUSG00000082893,0.1689884,-1.1154,4.063264,-0.2745084,0.783694,NA,Gm11383
ENSMUSG00000022401,56.82586,-0.05788635,0.2108893,-0.2744869,0.7837105,0.9071516,Xpnpep3
ENSMUSG00000110010,5.206335,0.1976021,0.7199574,0.2744636,0.7837284,NA,NA
ENSMUSG00000059762,0.6976412,-0.4794275,1.746815,-0.274458,0.7837327,NA,Olfr767
ENSMUSG00000109324,748.6665,-0.07225864,0.2632884,-0.2744467,0.7837413,0.9071516,Prmt1
ENSMUSG00000041165,0.1688574,-1.115398,4.064173,-0.2744464,0.7837416,NA,Spem1
ENSMUSG00000086124,1.321843,0.3798322,1.384142,0.2744171,0.7837641,NA,NA
ENSMUSG00000044576,0.6942579,0.5503128,2.005533,0.2743972,0.7837794,NA,Garem2
ENSMUSG00000116597,0.3120184,-0.6410923,2.337285,-0.2742894,0.7838623,NA,Gm536
ENSMUSG00000083847,0.7674602,-0.5977332,2.179816,-0.2742128,0.7839211,NA,Xlr3d-ps
ENSMUSG00000009090,1443.357,-0.03020252,0.1101543,-0.2741838,0.7839434,0.9073054,Ap1b1
ENSMUSG00000024334,0.2907576,0.8814805,3.215063,0.2741721,0.7839524,NA,H2-Oa
ENSMUSG00000109326,2.133036,-0.3203748,1.168558,-0.2741625,0.7839598,NA,Gm9165
ENSMUSG00000115020,1.295104,0.5289795,1.92955,0.2741466,0.783972,NA,Vmn1r218
ENSMUSG00000108760,0.2808868,0.8814805,3.215874,0.274103,0.7840055,NA,NA
ENSMUSG00000053980,0.2806277,0.8814805,3.216602,0.2740409,0.7840532,NA,NA
ENSMUSG00000085115,0.1742935,-0.965344,3.523141,-0.2740009,0.7840839,NA,NA
ENSMUSG00000090307,0.2898025,0.8814805,3.217617,0.2739544,0.7841196,NA,1700071M16Rik
ENSMUSG00000105683,0.6742233,-0.5736929,2.094266,-0.2739351,0.7841345,NA,NA
ENSMUSG00000080783,1.759329,0.3322618,1.213205,0.2738711,0.7841836,NA,NA
ENSMUSG00000029771,5.024743,-0.1694867,0.6191058,-0.2737605,0.7842687,NA,Irf5
ENSMUSG00000073938,0.1737221,-0.9653312,3.526216,-0.2737584,0.7842703,NA,Olfr632
ENSMUSG00000031388,513.2299,-0.03972787,0.1451254,-0.2737487,0.7842778,0.9076123,Naa10
ENSMUSG00000115499,0.1736074,-0.9653286,3.526835,-0.2737096,0.7843078,NA,NA
ENSMUSG00000093688,0.2147026,-0.81645,2.983216,-0.2736812,0.7843297,NA,Gm8488
ENSMUSG00000106992,36.60288,0.07699201,0.2813838,0.2736192,0.7843772,0.9076474,NA
ENSMUSG00000115210,0.2879537,0.8814804,3.222594,0.2735313,0.7844448,NA,NA
ENSMUSG00000108563,0.7267678,0.6592207,2.410175,0.2735156,0.7844569,NA,NA
ENSMUSG00000066899,0.1731468,-0.9653182,3.529325,-0.2735136,0.7844585,NA,Olfr870
ENSMUSG00000053030,0.2775149,1.02995,3.765673,0.2735103,0.784461,NA,Spink2
ENSMUSG00000083481,1530.436,0.04126924,0.1508879,0.2735092,0.7844618,0.9076652,Rps8-ps2
ENSMUSG00000029108,10.26466,0.1606244,0.5872872,0.2735023,0.7844671,NA,Pcdh7
ENSMUSG00000004894,0.2876967,0.8814804,3.223296,0.2734718,0.7844906,NA,Hapln2
ENSMUSG00000021789,0.2873842,0.8814803,3.224362,0.2733813,0.7845601,NA,Sftpa1
ENSMUSG00000011267,3.495596,0.2989671,1.093867,0.2733122,0.7846133,NA,Zfp296
ENSMUSG00000020917,499.1108,-0.02648316,0.09692606,-0.2732306,0.784676,0.907801,Acly
ENSMUSG00000044322,0.2771262,0.8814803,3.226532,0.2731975,0.7847014,NA,Dsc1
ENSMUSG00000028576,156.381,-0.04220386,0.154493,-0.2731765,0.7847175,0.907801,Ift74
ENSMUSG00000109130,0.2852131,1.033436,3.783182,0.2731658,0.7847258,NA,NA
ENSMUSG00000118998,0.8070186,-0.3814299,1.39643,-0.2731464,0.7847406,NA,Gm26335
ENSMUSG00000028381,1493.881,-0.0533543,0.1954217,-0.2730214,0.7848368,0.9078589,Ugcg
ENSMUSG00000086130,0.2807621,1.03691,3.797927,0.2730201,0.7848378,NA,NA
ENSMUSG00000113957,0.2762801,0.8814802,3.228956,0.2729924,0.7848591,NA,NA
ENSMUSG00000105556,0.2123324,-0.8163936,2.991113,-0.2729398,0.7848995,NA,NA
ENSMUSG00000107730,0.2853528,0.8814802,3.229888,0.2729136,0.7849197,NA,NA
ENSMUSG00000118813,0.1656311,-1.115338,4.086861,-0.2729082,0.7849238,NA,Gm22474
ENSMUSG00000110248,0.1716735,-0.965285,3.537351,-0.2728836,0.7849427,NA,NA
ENSMUSG00000105143,4.0488,-0.2231871,0.8183406,-0.2727314,0.7850597,NA,NA
ENSMUSG00000074576,89.60692,0.05101603,0.1870584,0.2727278,0.7850625,0.907985,Mocs3
ENSMUSG00000115472,0.2845281,0.8814802,3.232146,0.2727229,0.7850662,NA,NA
ENSMUSG00000098456,0.7097906,0.4765164,1.747766,0.2726431,0.7851275,NA,Gm12117
ENSMUSG00000113393,0.1650559,-1.115327,4.090969,-0.2726316,0.7851364,NA,NA
ENSMUSG00000116536,27.66623,0.09052781,0.3320733,0.2726139,0.78515,0.907985,NA
ENSMUSG00000081670,2.617688,0.3296489,1.209396,0.2725731,0.7851814,NA,NA
ENSMUSG00000103685,0.2744754,0.8814801,3.234159,0.2725531,0.7851967,NA,NA
ENSMUSG00000032186,6.046591,0.1864243,0.6840518,0.2725295,0.7852149,NA,Tmod2
ENSMUSG00000002033,1.456187,-0.3579253,1.313365,-0.2725255,0.785218,NA,Cd3g
ENSMUSG00000092541,0.1708401,-0.9652661,3.541932,-0.2725253,0.7852181,NA,NA
ENSMUSG00000084700,0.1707876,-0.9652649,3.542221,-0.2725027,0.7852355,NA,Gm22984
ENSMUSG00000028696,65.52144,0.05517187,0.202468,0.2724967,0.7852401,0.907985,Ipp
ENSMUSG00000021595,507.8616,0.05076175,0.1863126,0.2724547,0.7852724,0.907985,Nsun2
ENSMUSG00000038160,678.8623,-0.02445751,0.08977557,-0.2724295,0.7852918,0.907985,Atg5
ENSMUSG00000081404,1.827963,0.3169384,1.163443,0.2724143,0.7853035,NA,NA
ENSMUSG00000102158,0.2737939,0.8814801,3.236135,0.2723867,0.7853247,NA,NA
ENSMUSG00000086952,0.2103904,-0.8163472,2.997669,-0.2723273,0.7853703,NA,NA
ENSMUSG00000044581,0.1702204,-0.9652521,3.545357,-0.2722581,0.7854236,NA,LOC102635990
ENSMUSG00000091548,0.2775751,1.036914,3.808685,0.2722498,0.7854299,NA,NA
ENSMUSG00000028243,83.32766,-0.05918915,0.2174138,-0.2722419,0.785436,0.9080515,Ubxn2b
ENSMUSG00000097558,0.261701,-1.001098,3.677251,-0.2722409,0.7854368,NA,NA
ENSMUSG00000099343,1.639172,-0.2893153,1.062772,-0.272227,0.7854475,NA,NA
ENSMUSG00000099170,1.318588,0.40942,1.504072,0.2722077,0.7854623,NA,5730403I07Rik
ENSMUSG00000030613,135.9844,-0.04540395,0.1668192,-0.2721747,0.7854877,0.9080515,Ccdc90b
ENSMUSG00000094464,0.2096751,-0.81633,3.000104,-0.2721006,0.7855447,NA,Olfr339
ENSMUSG00000083849,0.2816867,1.023038,3.759986,0.2720856,0.7855562,NA,Gm13477
ENSMUSG00000113642,9.54663,-0.1361754,0.5005632,-0.2720443,0.785588,NA,NA
ENSMUSG00000065904,0.2723819,0.88148,3.240251,0.2720407,0.7855907,NA,Gm26109
ENSMUSG00000084789,0.2717803,0.88148,3.240434,0.2720253,0.7856026,NA,NA
ENSMUSG00000096696,104.0748,-0.05663786,0.2082243,-0.2720041,0.7856189,0.9081231,Zfp960
ENSMUSG00000091712,0.1695874,-0.9652377,3.548873,-0.2719843,0.7856341,NA,Sec14l5
ENSMUSG00000084874,8.181637,-0.1577896,0.5802227,-0.2719467,0.785663,NA,NA
ENSMUSG00000064515,0.1693705,-0.9652327,3.550082,-0.2718903,0.7857064,NA,n-R5s162
ENSMUSG00000116227,0.1688172,-0.9652201,3.553175,-0.2716501,0.7858911,NA,NA
ENSMUSG00000075706,2563.228,-0.03811944,0.1403537,-0.2715955,0.785933,0.908353,Gpx4
ENSMUSG00000082181,0.2796434,0.8814799,3.245698,0.2715841,0.7859418,NA,NA
ENSMUSG00000074650,0.2698611,0.8814799,3.246432,0.2715227,0.7859891,NA,NA
ENSMUSG00000106872,1.22796,0.3729427,1.37358,0.2715114,0.7859977,NA,Gm2189
ENSMUSG00000040466,597.9819,0.02621187,0.09655261,0.2714776,0.7860237,0.908353,Blvrb
ENSMUSG00000030854,0.2696484,0.8814799,3.247101,0.2714667,0.7860321,NA,Ptpn5
ENSMUSG00000003360,109.6777,-0.04820413,0.177578,-0.2714533,0.7860424,0.908353,Ddx23
ENSMUSG00000046041,0.1682652,-0.9652075,3.556274,-0.2714098,0.7860759,NA,Olfr803
ENSMUSG00000084323,1530.741,0.0409751,0.1509849,0.2713854,0.7860946,0.908353,NA
ENSMUSG00000085754,0.2785616,0.8814798,3.248741,0.2713297,0.7861375,NA,NA
ENSMUSG00000110523,0.2781778,0.8814798,3.249825,0.2712392,0.7862071,NA,NA
ENSMUSG00000070873,2.174343,-0.2560226,0.9444704,-0.2710753,0.7863331,NA,Lilra5
ENSMUSG00000031077,320.2611,-0.0295678,0.1091008,-0.2710137,0.7863805,0.9084855,Fadd
ENSMUSG00000102764,48.79914,0.07184294,0.2650994,0.2710038,0.7863881,0.9084855,NA
ENSMUSG00000007107,0.1672839,-0.9651851,3.561817,-0.2709811,0.7864056,NA,Atp1a4
ENSMUSG00000034738,736.3803,0.03642333,0.1344202,0.2709662,0.7864171,0.9084855,Nostrin
ENSMUSG00000105293,2.246113,-0.3362803,1.241043,-0.2709658,0.7864173,NA,NA
ENSMUSG00000115164,0.1671531,-0.9651821,3.56256,-0.2709238,0.7864497,NA,NA
ENSMUSG00000081971,0.1670784,-0.9651804,3.562984,-0.270891,0.7864748,NA,NA
ENSMUSG00000077648,0.2765885,0.8814797,3.254149,0.2708787,0.7864843,NA,Gm24988
ENSMUSG00000071521,54.7445,-0.243188,0.8978769,-0.2708478,0.7865081,0.9085107,Try10
ENSMUSG00000095202,0.1668975,-0.9651763,3.564012,-0.2708117,0.7865359,NA,NA
ENSMUSG00000111703,0.1668975,-0.9651763,3.564012,-0.2708117,0.7865359,NA,NA
ENSMUSG00000100432,2.183541,-0.2537957,0.9373743,-0.2707517,0.786582,NA,NA
ENSMUSG00000021492,0.6390437,0.5279767,1.950235,0.2707247,0.7866028,NA,F12
ENSMUSG00000032998,505.4969,0.03593865,0.1327537,0.2707166,0.786609,0.9085472,Foxj3
ENSMUSG00000099906,0.2759015,0.8814797,3.256291,0.2707006,0.7866213,NA,Lincmd1
ENSMUSG00000092077,0.2668182,0.8814797,3.257545,0.2705963,0.7867015,NA,Olfr101
ENSMUSG00000104906,22.02168,-0.1022864,0.3780231,-0.2705823,0.7867123,NA,NA
ENSMUSG00000061981,99.81882,-0.04496287,0.1662687,-0.2704229,0.786835,0.9087282,Flot2
ENSMUSG00000036273,2.748729,-0.3193031,1.180857,-0.2703996,0.7868529,NA,Lrrk2
ENSMUSG00000104735,1.979546,0.345678,1.278794,0.2703158,0.7869173,NA,NA
ENSMUSG00000059657,0.1657626,-0.9651502,3.570497,-0.2703126,0.7869198,NA,Stfa2l1
ENSMUSG00000089892,0.1657245,-0.9651493,3.570716,-0.2702957,0.7869327,NA,Olfr1199
ENSMUSG00000112813,0.7214847,-0.4592027,1.69921,-0.2702449,0.7869719,NA,NA
ENSMUSG00000085903,0.2601179,-1.00184,3.70809,-0.2701767,0.7870243,NA,NA
ENSMUSG00000105449,56.25211,-0.07266826,0.2690409,-0.2701012,0.7870824,0.9088761,NA
ENSMUSG00000097157,0.2478629,-1.165581,4.315583,-0.2700866,0.7870937,NA,NA
ENSMUSG00000078847,0.1652268,-0.9651379,3.57358,-0.2700759,0.7871018,NA,NA
ENSMUSG00000035129,11.96469,-0.1207496,0.4471117,-0.2700658,0.7871097,NA,NA
ENSMUSG00000111991,0.2032457,-0.8161744,3.022486,-0.2700341,0.787134,NA,NA
ENSMUSG00000027882,427.0602,0.04888519,0.1810351,0.2700315,0.787136,0.9088761,Stxbp3
ENSMUSG00000079067,75.26348,-0.06004145,0.222387,-0.2699863,0.7871708,0.9088761,NA
ENSMUSG00000080937,0.2728267,0.8814795,3.265137,0.2699671,0.7871856,NA,NA
ENSMUSG00000027748,0.7447919,-0.6360615,2.35609,-0.2699648,0.7871873,NA,Trpc4
ENSMUSG00000085771,0.1648746,-0.9651298,3.575613,-0.2699201,0.7872217,NA,NA
ENSMUSG00000043855,0.2028592,-0.8161649,3.023861,-0.2699082,0.7872309,NA,Olfr479
ENSMUSG00000101724,1.120871,-0.394241,1.461014,-0.2698407,0.7872828,NA,NA
ENSMUSG00000097901,5.390647,0.2000965,0.7415909,0.2698206,0.7872983,NA,Gm26680
ENSMUSG00000028804,2.673743,-0.3136639,1.162676,-0.2697776,0.7873314,NA,Csmd2
ENSMUSG00000029036,316.2455,0.03771676,0.1398119,0.269768,0.7873387,0.90899,Atad3a
ENSMUSG00000047988,2.880186,0.2880928,1.067993,0.2697516,0.7873513,NA,4933428G20Rik
ENSMUSG00000099874,0.2718165,0.8814795,3.268072,0.2697246,0.7873721,NA,NA
ENSMUSG00000030041,0.70732,0.5554553,2.059376,0.2697201,0.7873756,NA,M1ap
ENSMUSG00000027318,1.636497,-0.3836043,1.422515,-0.2696663,0.787417,NA,Adam33
ENSMUSG00000020672,0.8264173,0.6298553,2.335876,0.2696441,0.7874341,NA,Sntg2
ENSMUSG00000081395,0.1588944,-1.115212,4.136223,-0.2696208,0.787452,NA,NA
ENSMUSG00000088772,0.1588944,-1.115212,4.136223,-0.2696208,0.787452,NA,Gm26040
ENSMUSG00000083103,0.326029,-0.8312444,3.083922,-0.2695413,0.7875132,NA,NA
ENSMUSG00000032128,0.2698538,1.033435,3.835459,0.2694423,0.7875893,NA,Robo3
ENSMUSG00000030216,518.8685,0.03550027,0.1317666,0.2694177,0.7876083,0.9092212,Wbp11
ENSMUSG00000098922,0.2619999,0.8814794,3.271873,0.2694112,0.7876132,NA,Mir8106
ENSMUSG00000101726,0.2613416,0.8814794,3.272947,0.2693228,0.7876813,NA,NA
ENSMUSG00000109923,4.223309,-0.2225962,0.8265189,-0.2693178,0.7876852,NA,NA
ENSMUSG00000110665,0.15276,-1.325562,4.922012,-0.269313,0.7876888,NA,NA
ENSMUSG00000024784,0.2619915,1.023003,3.798855,0.2692925,0.7877046,NA,Gpha2
ENSMUSG00000118017,0.1634509,-0.9650969,3.583892,-0.2692874,0.7877086,NA,NA
ENSMUSG00000110350,0.2615544,0.8814793,3.273406,0.2692851,0.7877103,NA,NA
ENSMUSG00000103870,0.3239433,-0.8314267,3.088789,-0.2691756,0.7877946,NA,NA
ENSMUSG00000071052,1897.461,0.03811914,0.1416267,0.2691521,0.7878126,0.9093771,Rpl7a-ps5
ENSMUSG00000053358,9.232681,0.1383134,0.513932,0.2691278,0.7878313,NA,NA
ENSMUSG00000004127,67.92635,0.06588553,0.2448758,0.2690569,0.7878859,0.9093817,Trmt10a
ENSMUSG00000109823,0.2601155,0.8814793,3.276447,0.2690351,0.7879027,NA,NA
ENSMUSG00000023945,0.259798,0.8814793,3.277356,0.2689605,0.7879601,NA,Slc5a7
ENSMUSG00000053375,0.2684908,0.8814793,3.277836,0.2689211,0.7879904,NA,Atp6v1e2
ENSMUSG00000015519,0.2596002,0.8814793,3.277924,0.2689139,0.7879959,NA,2310057J18Rik
ENSMUSG00000081490,0.2683952,0.8814793,3.278119,0.2688979,0.7880083,NA,NA
ENSMUSG00000091558,0.2680389,0.8814792,3.278911,0.2688329,0.7880583,NA,Gm17227
ENSMUSG00000075266,279.268,0.07168301,0.2666875,0.2687903,0.7880911,0.9095385,Cenpw
ENSMUSG00000031933,0.2679116,0.8814792,3.279553,0.2687803,0.7880988,NA,Izumo1r
ENSMUSG00000022215,0.1622826,-0.9650698,3.590758,-0.2687649,0.7881106,NA,Fitm1
ENSMUSG00000053838,493.5483,-0.02534903,0.09434819,-0.2686754,0.7881795,0.9095606,Nudcd3
ENSMUSG00000090538,0.1569485,-1.115175,4.151011,-0.2686514,0.788198,NA,Gm4775
ENSMUSG00000081227,0.2673355,0.8814792,3.281265,0.26864,0.7882067,NA,NA
ENSMUSG00000053251,1.227306,-0.4803359,1.788511,-0.2685674,0.7882626,NA,Olfr212
ENSMUSG00000035778,11.26339,0.155114,0.5776545,0.2685238,0.7882961,NA,Ggta1
ENSMUSG00000039461,181.4638,0.05462048,0.2034232,0.2685067,0.7883093,0.9096304,Tcta
ENSMUSG00000032443,0.6889656,0.5376639,2.002777,0.2684592,0.7883459,NA,Zcwpw2
ENSMUSG00000067949,0.3217307,-0.6693514,2.493641,-0.2684234,0.7883734,NA,NA
ENSMUSG00000084454,0.2582497,0.8814791,3.28409,0.2684089,0.7883846,NA,Gm24592
ENSMUSG00000112124,0.2581702,0.8814791,3.284357,0.2683871,0.7884013,NA,Gm19056
ENSMUSG00000079436,0.3190691,-0.831856,3.100326,-0.2683124,0.7884588,NA,Kcnj13
ENSMUSG00000084302,0.1612336,-0.9650454,3.59698,-0.2682932,0.7884736,NA,Gm12194
ENSMUSG00000050424,0.2651647,1.033434,3.852224,0.2682696,0.7884918,NA,Pnma5
ENSMUSG00000115144,10.68036,-0.1370191,0.5107886,-0.2682501,0.7885068,NA,NA
ENSMUSG00000026999,78.77826,0.05193406,0.1936146,0.2682343,0.788519,0.9097923,Nup35
ENSMUSG00000062444,5.484132,0.1938411,0.7226736,0.2682278,0.788524,NA,Ap3b2
ENSMUSG00000034098,0.1558016,-1.115153,4.159843,-0.2680757,0.7886411,NA,Fstl5
ENSMUSG00000088318,1.104932,-0.4015724,1.498251,-0.2680274,0.7886782,NA,Gm26187
ENSMUSG00000118100,19.7994,0.09256519,0.3454112,0.2679854,0.7887105,NA,Gm50340
ENSMUSG00000027581,0.2644975,0.881479,3.289773,0.2679453,0.7887414,NA,Stmn3
ENSMUSG00000118793,1.035689,-0.4492138,1.676749,-0.2679076,0.7887705,NA,Gm22352
ENSMUSG00000119825,1.035689,-0.4492138,1.676749,-0.2679076,0.7887705,NA,Gm25173
ENSMUSG00000044708,1.786447,0.3827257,1.428761,0.2678724,0.7887976,NA,Kcnj10
ENSMUSG00000003477,0.2684085,1.017279,3.797659,0.26787,0.7887994,NA,Inmt
ENSMUSG00000111470,0.196293,-0.8160025,3.047755,-0.2677389,0.7889003,NA,NA
ENSMUSG00000060332,0.2635548,0.881479,3.292625,0.2677132,0.7889201,NA,Tmc2
ENSMUSG00000118012,0.3154985,-0.8321754,3.108973,-0.2676689,0.7889542,NA,NA
ENSMUSG00000067713,614.3629,-0.0299823,0.1121289,-0.2673914,0.7891678,0.9104608,Prkag1
ENSMUSG00000041935,419.9291,-0.0344623,0.1289445,-0.2672645,0.7892655,0.9104935,AW549877
ENSMUSG00000099061,0.6572282,0.5422776,2.029299,0.2672241,0.7892966,NA,NA
ENSMUSG00000081511,0.1588502,-0.9649897,3.611318,-0.2672126,0.7893055,NA,Gm11475
ENSMUSG00000083572,1.777248,0.2970874,1.111935,0.2671805,0.7893302,NA,NA
ENSMUSG00000114289,0.158715,-0.9649865,3.61214,-0.2671509,0.789353,NA,NA
ENSMUSG00000095401,0.1539282,-1.115117,4.174464,-0.2671282,0.7893705,NA,Olfr804
ENSMUSG00000031802,10.97518,-0.1469531,0.5501461,-0.2671164,0.7893795,NA,Phxr4
ENSMUSG00000031481,6.406553,0.17078,0.6393754,0.2671044,0.7893888,NA,Tpte
ENSMUSG00000004677,182.097,-0.03338674,0.1250157,-0.2670604,0.7894227,0.9105144,Myo9b
ENSMUSG00000097895,2.78141,-0.2817731,1.05511,-0.2670556,0.7894263,NA,NA
ENSMUSG00000070880,0.2607664,0.8814788,3.301141,0.2670225,0.7894518,NA,Gad1
ENSMUSG00000111738,0.2607473,0.8814788,3.301199,0.2670178,0.7894555,NA,Gm18329
ENSMUSG00000038525,274.9786,-0.04352904,0.1630409,-0.2669823,0.7894828,0.9105144,Armc10
ENSMUSG00000030994,0.2523798,0.8814788,3.301732,0.2669746,0.7894887,NA,D7Ertd443e
ENSMUSG00000117548,2.397401,0.2759604,1.033782,0.2669426,0.7895133,NA,NA
ENSMUSG00000110133,0.2522406,0.8814788,3.302182,0.2669382,0.7895167,NA,Gm8168
ENSMUSG00000100310,0.1581629,-0.9649735,3.615506,-0.2668986,0.7895472,NA,NA
ENSMUSG00000026162,29.10665,-0.07851231,0.2942045,-0.2668631,0.7895746,0.9105144,Nhej1
ENSMUSG00000117284,388.1406,-0.03017689,0.1131075,-0.2667984,0.7896244,0.9105144,Gm7072
ENSMUSG00000106205,176.1023,-0.04752769,0.1781462,-0.2667903,0.7896306,0.9105144,NA
ENSMUSG00000107771,0.2596624,0.8814787,3.304545,0.2667474,0.7896637,NA,NA
ENSMUSG00000046168,5.71615,-0.2125157,0.7967013,-0.2667445,0.7896659,NA,Kcnrg
ENSMUSG00000117189,0.1576652,-0.9649618,3.618554,-0.2666705,0.7897228,NA,NA
ENSMUSG00000070563,0.2511611,0.8814787,3.305684,0.2666555,0.7897344,NA,Spaca4
ENSMUSG00000107934,0.3098625,-0.8326823,3.122818,-0.2666445,0.7897429,NA,NA
ENSMUSG00000117839,0.2592222,0.8814787,3.305908,0.2666374,0.7897484,NA,NA
ENSMUSG00000032204,2.08653,0.3601781,1.350958,0.2666094,0.7897699,NA,Aqp9
ENSMUSG00000024959,575.1227,-0.02612679,0.09801573,-0.2665571,0.7898102,0.9106414,Bad
ENSMUSG00000110328,0.1527106,-1.115093,4.184096,-0.2665076,0.7898483,NA,Gm45574
ENSMUSG00000117450,0.1527106,-1.115093,4.184096,-0.2665076,0.7898483,NA,4933424G05Rik
ENSMUSG00000022157,0.2505869,0.8814787,3.307554,0.2665047,0.7898505,NA,Mcpt8
ENSMUSG00000100798,0.2585807,0.8814787,3.3079,0.2664768,0.789872,NA,Gm19589
ENSMUSG00000110175,0.1525754,-1.115091,4.185172,-0.2664385,0.7899015,NA,Gm18255
ENSMUSG00000028274,153.9143,-0.04232457,0.1588712,-0.2664081,0.7899249,0.9106937,Rngtt
ENSMUSG00000097398,0.2453799,-1.003209,3.766837,-0.2663267,0.7899876,NA,Platr5
ENSMUSG00000110231,4.366627,-0.2211636,0.8307727,-0.2662143,0.7900742,NA,Gm6329
ENSMUSG00000112034,0.1520777,-1.115081,4.189144,-0.2661836,0.7900978,NA,NA
ENSMUSG00000104967,0.6917472,0.5387823,2.024102,0.2661833,0.790098,NA,NA
ENSMUSG00000105976,0.1468449,-1.326226,4.982433,-0.2661804,0.7901003,NA,NA
ENSMUSG00000105652,0.1468449,-1.326226,4.982433,-0.2661804,0.7901003,NA,4930519L02Rik
ENSMUSG00000099762,0.1468449,-1.326226,4.982433,-0.2661804,0.7901003,NA,Gm21149
ENSMUSG00000099381,0.2692426,1.012301,3.803067,0.2661802,0.7901004,NA,Gm18303
ENSMUSG00000022991,0.2565822,0.8814786,3.312298,0.266123,0.7901445,NA,Lalba
ENSMUSG00000117186,0.2565578,0.8814786,3.312381,0.2661163,0.7901496,NA,NA
ENSMUSG00000018509,1297.495,0.02596321,0.09756825,0.266103,0.7901599,0.9108845,Cenpv
ENSMUSG00000004344,0.6866736,0.5390105,2.026011,0.2660452,0.7902044,NA,Gpx5
ENSMUSG00000024500,4.106161,0.263416,0.9901275,0.2660425,0.7902065,NA,Ppp2r2b
ENSMUSG00000021298,1.40913,-0.4180878,1.57159,-0.2660286,0.7902172,NA,Gpr132
ENSMUSG00000112668,0.2562291,0.8814785,3.313501,0.2660263,0.7902189,NA,NA
ENSMUSG00000094472,0.2487453,0.8814785,3.313591,0.2660191,0.7902245,NA,NA
ENSMUSG00000107300,0.1517255,-1.115074,4.191965,-0.2660028,0.7902371,NA,NA
ENSMUSG00000022210,1474.159,-0.04036901,0.151769,-0.2659899,0.790247,0.9109049,Dhrs4
ENSMUSG00000113941,0.2484731,0.8814785,3.314489,0.2659471,0.79028,NA,NA
ENSMUSG00000115270,0.3165566,-0.833064,3.133343,-0.2658707,0.7903388,NA,NA
ENSMUSG00000038402,6.063515,0.1757826,0.6612178,0.2658468,0.7903572,NA,Foxf2
ENSMUSG00000113020,0.2479719,0.8814785,3.316144,0.2658143,0.7903823,NA,NA
ENSMUSG00000044177,7.086259,0.1998147,0.7524818,0.265541,0.7905928,NA,Wfikkn2
